#TYPE;Selected.System.Management.ManagementObject;;
date;user;productname;
13.9.2017;14:54:22;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3179573)
13.9.2017;14:54:22;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2703157)
13.9.2017;14:54:22;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2705219)
13.9.2017;14:54:22;NT AUTHORITY\SYSTEM;Jazykov? sada pro francouz?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:54:22;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3078601)
13.9.2017;14:54:22;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2973201)
13.9.2017;14:54:22;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2491683)
13.9.2017;14:54:18;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3126587)
13.9.2017;14:54:18;NT AUTHORITY\SYSTEM;Jazykov? sada pro ?pan?l?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:54:18;NT AUTHORITY\SYSTEM;Jazykov? sada pro d?n?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:54:18;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3137061)
13.9.2017;14:54:18;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3068708)
13.9.2017;14:54:18;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3080079)
13.9.2017;14:54:18;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3046269)
13.9.2017;14:54:18;NT AUTHORITY\SYSTEM;Jazykov? sada pro portugal?tinu (Portugalsko) ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:54:13;NT AUTHORITY\SYSTEM;Aktualizace pro architekturu ovlada?? v u?ivatelsk?m re?imu verze 1.11 pro syst?m Windows 7 (KB2685813)
13.9.2017;14:54:13;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2985461)
13.9.2017;14:54:13;NT AUTHORITY\SYSTEM;Aktualizace pro architekturu ovlada?? v re?imu j?dra verze 1.11 pro syst?m Windows 7 (KB2685811)
13.9.2017;14:54:13;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2840631)
13.9.2017;14:54:13;NT AUTHORITY\SYSTEM;Kumulativn? aktualizace zabezpe?en? pro aplikaci Internet Explorer 8 pro syst?m Windows 7 (KB3124275)
13.9.2017;14:54:13;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3055642)
13.9.2017;14:54:13;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2656356)
13.9.2017;14:54:13;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2631813)
13.9.2017;14:54:13;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2479943)
13.9.2017;14:54:13;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3061518)
13.9.2017;14:54:12;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2742599)
13.9.2017;14:54:12;NT AUTHORITY\SYSTEM;Jazykov? sada pro pol?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:54:12;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2653956)
13.9.2017;14:54:12;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2943357)
13.9.2017;14:54:12;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 (KB3127220)
13.9.2017;14:54:12;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3109560)
13.9.2017;14:54:12;NT AUTHORITY\SYSTEM;Jazykov? sada pro tradi?n? ??n?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:54:08;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2585542)
13.9.2017;14:54:08;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2574819)
13.9.2017;14:54:08;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3021674)
13.9.2017;14:54:08;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3019978)
13.9.2017;14:54:08;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3102429)
13.9.2017;14:54:08;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3010788)
13.9.2017;14:54:08;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2931356)
13.9.2017;14:54:08;NT AUTHORITY\SYSTEM;Jazykov? sada pro ru?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:54:08;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2773072)
13.9.2017;14:54:08;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2968294)
13.9.2017;14:54:06;NT AUTHORITY\SYSTEM;Jazykov? sada pro angli?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:54:06;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3030377)
13.9.2017;14:54:06;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2727528)
13.9.2017;14:54:06;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2690533)
13.9.2017;14:54:06;NT AUTHORITY\SYSTEM;Jazykov? sada pro portugal?tinu (Braz?lie) ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:54:06;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB2894844)
13.9.2017;14:54:06;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2654428)
13.9.2017;14:54:06;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2667402)
13.9.2017;14:54:06;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3109103)
13.9.2017;14:54:06;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2560656)
13.9.2017;14:54:03;NT AUTHORITY\SYSTEM;N?stroj k odstran?n? ?kodliv?ho softwaru v syst?mu Windows ? z??? 2017 (KB890830)
13.9.2017;14:54:03;NT AUTHORITY\SYSTEM;Jazykov? sada pro rumun?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:54:03;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB2853952)
13.9.2017;14:53:53;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3133977)
13.9.2017;14:53:53;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB3108664)
13.9.2017;14:53:53;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2862152)
13.9.2017;14:53:53;NT AUTHORITY\SYSTEM;Aktualizace syst?mu Windows 7 (KB3006121)
13.9.2017;14:53:53;NT AUTHORITY\SYSTEM;Jazykov? sada pro n?m?inu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:52:49;NT AUTHORITY\SYSTEM;Rozhran? Microsoft .NET Framework 4.5.2 pro Windows 7 (KB2901983)
13.9.2017;14:52:08;NT AUTHORITY\SYSTEM;Jazykov? sada pro bulhar?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:45:05;NT AUTHORITY\SYSTEM;Jazykov? sada pro ture?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:38:39;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2984972)
13.9.2017;14:37:50;NT AUTHORITY\SYSTEM;Jazykov? sada pro thaj?tinu ? Windows 7 Service Pack 1 (KB2483139)
13.9.2017;14:32:22;NT AUTHORITY\SYSTEM;Rozhran? Microsoft .NET Framework 4.6.1 pro Windows 7 (KB3102433)
13.9.2017;14:23:45;NT AUTHORITY\SYSTEM;Internet Explorer 11 pro Windows 7
13.9.2017;14:11:53;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? pro rozhran? Microsoft .NET Framework 3.5.1 v syst?mu Windows 7 SP1 x86 (KB3074543)
12.9.2017;14:54:44;NT AUTHORITY\SYSTEM;Aktualizace zabezpe?en? syst?mu Windows 7 (KB2621440)
12.9.2017;14:50:40;NT AUTHORITY\SYSTEM;Windows Update Aux
12.9.2017;14:36:56;NT AUTHORITY\SYSTEM;Definition Update for Windows Defender - KB915597 (Definition 1.251.771.0)
12.9.2017;14:18:29;NT AUTHORITY\SYSTEM;Windows Update ActiveX
12.9.2017;14:18:29;NT AUTHORITY\SYSTEM;Windows Update Core
